Date,Business Group,Business,Value Center,    Processed History
20-Oct,00009771,00009807,00017530,14134
20-Oct,00009771,00009808,00006340,60764
20-Oct,00009771,00016982,00017334,30010
20-Oct,00021696,00007918,00007129,619618
20-Oct,00021696,00007918,00009995,1806158
20-Oct,00024782,00026748,00006399,125545
20-Oct,00024782,00026748,00006971,561254
20-Oct,00024782,00026748,00007946,232162
20-Oct,00024782,00026748,00017594,74507
20-Oct,00024782,00026748,00018184,52984
20-Oct,00024782,00026748,00027666,364
20-Oct,00024782,00026749,00013147,170868
20-Oct,00024782,00026749,00013148,209438
20-Oct,00024782,00026749,00013567,6149082
20-Oct,00024782,00026749,00017244,611823
20-Oct,00024782,00026749,00017245,40397
20-Nov,00009771,00006274,00007336,140269
20-Nov,00009771,00009807,00017530,4378
20-Nov,00009771,00009808,00006340,121717
20-Nov,00009771,00016982,00017334,19931
20-Nov,00021696,00007918,00007129,253649
20-Nov,00021696,00007918,00009995,1611535
20-Nov,00024782,00026748,00006399,163656
20-Nov,00024782,00026748,00006971,417422
20-Nov,00024782,00026748,00007946,436683
20-Nov,00024782,00026749,00010371,20412
20-Nov,00024782,00026749,00010373,20412
20-Nov,00024782,00026749,00013147,186698
20-Nov,00024782,00026749,00013148,470726
20-Nov,00024782,00026749,00013567,7625557
20-Nov,00024782,00026749,00017244,490796
20-Dec,00009771,00006274,00007336,160109
20-Dec,00009771,00009807,00017530,52588
20-Dec,00009771,00009808,00006340,61090
20-Dec,00009771,00016982,00017334,20276
20-Dec,00021696,00007918,00007129,334571
20-Dec,00021696,00007918,00009995,214594
20-Dec,00021696,00027295,00026846,4800
20-Dec,00024782,00026748,00006399,233691
20-Dec,00024782,00026748,00006971,782841
20-Dec,00024782,00026748,00007946,553780
20-Dec,00024782,00026748,00017594,20384
20-Dec,00024782,00026748,00018184,32586
20-Dec,00024782,00026749,00010371,20239
20-Dec,00024782,00026749,00010373,40343
20-Dec,00024782,00026749,00013148,426051
20-Dec,00024782,00026749,00013567,7412530
20-Dec,00024782,00026749,00017244,580670
20-Dec,00024782,00026749,00017245,40832
21-Jan,00009771,00006274,00007336,342734
21-Jan,00009771,00009807,00017530,13317
21-Jan,00009771,00009808,00006340,40179
21-Jan,00009771,00013051,00027592,1124469
21-Jan,00009771,00016982,00017334,20257
21-Jan,00021696,00007918,00007129,433977
21-Jan,00021696,00007918,00009995,-69536
21-Jan,00024782,00026748,00006399,165970
21-Jan,00024782,00026748,00006971,363791
21-Jan,00024782,00026748,00007946,641616
21-Jan,00024782,00026748,00017594,20094
21-Jan,00024782,00026749,00010373,20412
21-Jan,00024782,00026749,00013147,248251
21-Jan,00024782,00026749,00013148,218755
21-Jan,00024782,00026749,00013567,7028354
21-Jan,00024782,00026749,00017244,800926
21-Jan,00024782,00026749,00017245,363758
21-Feb,00009771,00006274,00007336,261042
21-Feb,00009771,00009807,00017530,8419
21-Feb,00009771,00009808,00006340,40425
21-Feb,00009771,00013051,00027592,1463265
21-Feb,00021696,00007918,00007129,188193
21-Feb,00021696,00007918,00009995,18869
21-Feb,00024782,00026748,00006399,102249
21-Feb,00024782,00026748,00006971,670667
21-Feb,00024782,00026748,00007946,440456
21-Feb,00024782,00026748,00017594,121826
21-Feb,00024782,00026748,00018184,36695
21-Feb,00024782,00026749,00010373,40370
21-Feb,00024782,00026749,00013147,187801
21-Feb,00024782,00026749,00013148,283577
21-Feb,00024782,00026749,00013567,6563169
21-Feb,00024782,00026749,00017244,681255
21-Feb,00024782,00026749,00017245,83529
21-Mar,00009771,00006274,00007336,141611
21-Mar,00009771,00009807,00017530,29128
21-Mar,00009771,00009808,00006340,61063
21-Mar,00009771,00013051,00027592,1069783
21-Mar,00009771,00016982,00017334,25193
21-Mar,00021696,00007918,00007129,343096
21-Mar,00021696,00007918,00009995,107887
21-Mar,00021696,00027295,00026846,1200
21-Mar,00024782,00026748,00006399,103356
21-Mar,00024782,00026748,00006971,346187
21-Mar,00024782,00026748,00007946,302886
21-Mar,00024782,00026748,00017594,40923
21-Mar,00024782,00026748,00018184,16293
21-Mar,00024782,00026749,00010371,20257
21-Mar,00024782,00026749,00010373,14170
21-Mar,00024782,00026749,00013147,168919
21-Mar,00024782,00026749,00013148,162686
21-Mar,00024782,00026749,00013567,6558181
21-Mar,00024782,00026749,00017244,542296
21-Mar,00024782,00026749,00017245,83824
21-Apr,00009771,00006274,00007336,230851
21-Apr,00009771,00009807,00017530,21478
21-Apr,00009771,00009808,00006340,145594
21-Apr,00009771,00013051,00027592,1801117
21-Apr,00009771,00016982,00017334,19922
21-Apr,00021696,00007918,00007129,430108
21-Apr,00021696,00007918,00009995,213243
21-Apr,00021696,00027295,00026846,1800
21-Apr,00024782,00026748,00006399,248024
21-Apr,00024782,00026748,00006971,449384
21-Apr,00024782,00026748,00007946,510646
21-Apr,00024782,00026748,00017594,28186
21-Apr,00024782,00026748,00018184,15885
21-Apr,00024782,00026749,00010373,16139
21-Apr,00024782,00026749,00013147,338890
21-Apr,00024782,00026749,00013148,224284
21-Apr,00024782,00026749,00013567,6997845
21-Apr,00024782,00026749,00017244,537464
21-Apr,00024782,00026749,00017245,84436
21-May,00009771,00006274,00007336,218949
21-May,00009771,00009807,00017530,20525
21-May,00009771,00009808,00006340,60129
21-May,00009771,00013051,00027592,305503
21-May,00009771,00016982,00017334,20330
21-May,00021696,00007918,00007129,433650
21-May,00021696,00007918,00009995,93984
21-May,00021696,00027295,00026846,1800
21-May,00024782,00026748,00006399,105233
21-May,00024782,00026748,00006971,510494
21-May,00024782,00026748,00007946,337464
21-May,00024782,00026748,00017594,41041
21-May,00024782,00026748,00018184,48878
21-May,00024782,00026749,00010373,23115
21-May,00024782,00026749,00013147,220811
21-May,00024782,00026749,00013148,101868
21-May,00024782,00026749,00013567,8784577
21-May,00024782,00026749,00017244,908466
21-Jun,00009771,00006274,00007336,260171
21-Jun,00009771,00009807,00017530,32088
21-Jun,00009771,00009808,00006340,163240
21-Jun,00009771,00013051,00027592,1044332
21-Jun,00009771,00016982,00017334,20267
21-Jun,00021696,00007918,00007129,364104
21-Jun,00021696,00007918,00009995,979668
21-Jun,00021696,00027295,00026846,1200
21-Jun,00024782,00026748,00006399,81465
21-Jun,00024782,00026748,00006971,516026
21-Jun,00024782,00026748,00007946,461089
21-Jun,00024782,00026748,00017594,41068
21-Jun,00024782,00026748,00018184,32382
21-Jun,00024782,00026749,00010371,20403
21-Jun,00024782,00026749,00013147,179577
21-Jun,00024782,00026749,00013148,340572
21-Jun,00024782,00026749,00013567,7171100
21-Jun,00024782,00026749,00017244,352347
21-Jun,00024782,00026749,00017245,122606
21-Jul,00009771,00006274,00007336,168528
21-Jul,00009771,00009807,00017530,23859
21-Jul,00009771,00009808,00006340,101940
21-Jul,00009771,00013051,00027592,946747
21-Jul,00009771,00016982,00017334,19495
21-Jul,00021696,00007918,00007129,442640
21-Jul,00021696,00007918,00009995,188649
21-Jul,00021696,00027295,00026846,3600
21-Jul,00024782,00026748,00006399,186862
21-Jul,00024782,00026748,00006971,530368
21-Jul,00024782,00026748,00007946,186623
21-Jul,00024782,00026748,00018184,16293
21-Jul,00024782,00026749,00013147,28486
21-Jul,00024782,00026749,00013148,203809
21-Jul,00024782,00026749,00013567,8190461
21-Jul,00024782,00026749,00017244,407689
21-Jul,00024782,00026749,00017245,117857
21-Aug,00009771,00006274,00007336,139062
21-Aug,00009771,00009807,00017530,39145
21-Aug,00009771,00009808,00006340,101115
21-Aug,00009771,00013051,00027592,2174545
21-Aug,00009771,00016982,00017334,19985
21-Aug,00021696,00007918,00007129,174904
21-Aug,00021696,00007918,00009995,607269
21-Aug,00021696,00027295,00026846,3000
21-Aug,00024782,00026748,00006399,190545
21-Aug,00024782,00026748,00006971,397010
21-Aug,00024782,00026748,00007946,444621
21-Aug,00024782,00026748,00007947,1597
21-Aug,00024782,00026748,00018184,16293
21-Aug,00024782,00026748,00027666,1361
21-Aug,00024782,00026749,00013147,203944
21-Aug,00024782,00026749,00013148,169299
21-Aug,00024782,00026749,00013567,6073617
21-Aug,00024782,00026749,00017244,978489
21-Aug,00024782,00026749,00017245,105986
21-Sep,00009771,00006274,00007336,140650
21-Sep,00009771,00009807,00017530,54159
21-Sep,00009771,00009808,00006340,19695
21-Sep,00009771,00013051,00027592,1838278
21-Sep,00009771,00016982,00017334,20303
21-Sep,00021696,00007918,00007129,1300
21-Sep,00021696,00007918,00009995,19459
21-Sep,00024782,00026748,00006399,95989
21-Sep,00024782,00026748,00006971,211822
21-Sep,00024782,00026748,00007946,287662
21-Sep,00024782,00026748,00017594,34101
21-Sep,00024782,00026748,00027666,35700
21-Sep,00024782,00026749,00010371,19931
21-Sep,00024782,00026749,00010373,20403
21-Sep,00024782,00026749,00013147,20403
21-Sep,00024782,00026749,00013148,391829
21-Sep,00024782,00026749,00013567,5609547
21-Sep,00024782,00026749,00017244,603205
21-Sep,00024782,00026749,00017245,81420
21-Oct,00009771,00006274,00007336,120075
21-Oct,00009771,00009807,00017530,37297
21-Oct,00009771,00009808,00006340,102394
21-Oct,00009771,00013051,00027592,1075454
21-Oct,00009771,00016982,00017334,19886
21-Oct,00021696,00007918,00009995,37739
21-Oct,00024782,00026748,00006399,270641
21-Oct,00024782,00026748,00006971,273169
21-Oct,00024782,00026748,00007946,760666
21-Oct,00024782,00026748,00017594,20448
21-Oct,00024782,00026748,00018184,32382
21-Oct,00024782,00026748,00027666,3150
21-Oct,00024782,00026749,00010371,20167
21-Oct,00024782,00026749,00010373,40470
21-Oct,00024782,00026749,00013147,207219
21-Oct,00024782,00026749,00013148,504677
21-Oct,00024782,00026749,00013567,6086574
21-Oct,00024782,00026749,00017244,626683
21-Oct,00024782,00026749,00017245,166582
21-Nov,00009771,00006274,00007336,98357
21-Nov,00009771,00009807,00017530,20287
21-Nov,00009771,00009808,00006340,20276
21-Nov,00009771,00013051,00027592,1383671
21-Nov,00021696,00007918,00009995,18869
21-Nov,00021696,00027295,00026846,3000
21-Nov,00024782,00026748,00006399,98221
21-Nov,00024782,00026748,00006971,278312
21-Nov,00024782,00026748,00007946,505705
21-Nov,00024782,00026748,00017594,39689
21-Nov,00024782,00026749,00010373,19949
21-Nov,00024782,00026749,00013147,251257
21-Nov,00024782,00026749,00013148,243109
21-Nov,00024782,00026749,00013567,8617560
21-Nov,00024782,00026749,00017244,791736
21-Nov,00024782,00026749,00017245,334002
21-Dec,00009771,00006274,00007336,59475
21-Dec,00009771,00009807,00017530,52495
21-Dec,00009771,00009808,00006340,81102
21-Dec,00009771,00013051,00027592,503670
21-Dec,00009771,00016982,00017334,19976
21-Dec,00021696,00007918,00007129,89493
21-Dec,00021696,00007918,00009995,37739
21-Dec,00024782,00026748,00006399,160662
21-Dec,00024782,00026748,00006971,308992
21-Dec,00024782,00026748,00007946,299952
21-Dec,00024782,00026748,00017594,59901
21-Dec,00024782,00026749,00010371,20303
21-Dec,00024782,00026749,00010373,17481
21-Dec,00024782,00026749,00013147,20403
21-Dec,00024782,00026749,00013148,463596
21-Dec,00024782,00026749,00013567,6941502
21-Dec,00024782,00026749,00017244,593146
21-Dec,00024782,00026749,00017245,183283
22-Jan,00009771,00006274,00007336,139697
22-Jan,00009771,00009807,00017530,31003
22-Jan,00009771,00009808,00006340,121128
22-Jan,00009771,00013051,00027592,1462506
22-Jan,00009771,00016982,00017334,25960
22-Jan,00021696,00007918,00007129,525081
22-Jan,00021696,00007918,00009995,528117
22-Jan,00021696,00027295,00026846,7800
22-Jan,00024782,00026748,00006399,157079
22-Jan,00024782,00026748,00006971,524602
22-Jan,00024782,00026748,00007946,407616
22-Jan,00024782,00026748,00017594,79016
22-Jan,00024782,00026748,00018184,32586
22-Jan,00024782,00026748,00027666,1361
22-Jan,00024782,00026749,00010373,20412
22-Jan,00024782,00026749,00013147,141738
22-Jan,00024782,00026749,00013148,277192
22-Jan,00024782,00026749,00013567,7527030
22-Jan,00024782,00026749,00017244,614699
22-Jan,00024782,00026749,00017245,20412
22-Feb,00009771,00006274,00007336,183487
22-Feb,00009771,00009807,00017530,30032
22-Feb,00009771,00013051,00027592,845046
22-Feb,00009771,00016982,00017334,19604
22-Feb,00021696,00007918,00007129,521568
22-Feb,00021696,00007918,00009995,145104
22-Feb,00024782,00026748,00006399,172637
22-Feb,00024782,00026748,00006971,469161
22-Feb,00024782,00026748,00007946,317259
22-Feb,00024782,00026748,00017594,58169
22-Feb,00024782,00026748,00018184,32586
22-Feb,00024782,00026748,00027666,907
22-Feb,00024782,00026749,00010373,20403
22-Feb,00024782,00026749,00013147,81615
22-Feb,00024782,00026749,00013148,330760
22-Feb,00024782,00026749,00013567,5843061
22-Feb,00024782,00026749,00017244,643738
22-Mar,00009771,00006274,00007336,200179
22-Mar,00009771,00009807,00017530,25746
22-Mar,00009771,00009808,00006340,205624
22-Mar,00009771,00013051,00027592,1444300
22-Mar,00009771,00016982,00017334,35922
22-Mar,00021696,00007918,00007129,262192
22-Mar,00021696,00007918,00009995,104372
22-Mar,00024782,00026748,00006399,117009
22-Mar,00024782,00026748,00006971,657837
22-Mar,00024782,00026748,00007946,418482
22-Mar,00024782,00026748,00017594,19387
22-Mar,00024782,00026748,00018184,16293
22-Mar,00024782,00026748,00027666,76130
22-Mar,00024782,00026749,00010373,40823
22-Mar,00024782,00026749,00013147,334917
22-Mar,00024782,00026749,00013148,244433
22-Mar,00024782,00026749,00013567,7752818
22-Mar,00024782,00026749,00017244,718862
22-Mar,00024782,00026749,00017245,169530
22-Apr,00009771,00006274,00007336,282161
22-Apr,00009771,00009807,00017530,18144
22-Apr,00009771,00009808,00006340,60056
22-Apr,00009771,00013051,00027592,991105
22-Apr,00009771,00016982,00017334,19713
22-Apr,00021696,00007918,00007129,85502
22-Apr,00021696,00007918,00009995,121971
22-Apr,00021696,00027295,00026846,1800
22-Apr,00024782,00026748,00006399,370403
22-Apr,00024782,00026748,00006971,391662
22-Apr,00024782,00026748,00007946,561911
22-Apr,00024782,00026748,00017594,38954
22-Apr,00024782,00026748,00018184,16293
22-Apr,00024782,00026749,00010373,20366
22-Apr,00024782,00026749,00013147,258406
22-Apr,00024782,00026749,00013148,214595
22-Apr,00024782,00026749,00013567,8678808
22-Apr,00024782,00026749,00017244,644790
22-Apr,00024782,00026749,00017245,40606
22-May,00009771,00006274,00007336,339341
22-May,00009771,00009807,00017530,23859
22-May,00009771,00009808,00006340,59875
22-May,00009771,00013051,00027592,686418
22-May,00009771,00016982,00017334,20139
22-May,00021696,00007918,00007129,388134
22-May,00021696,00027295,00026846,600
22-May,00024782,00026748,00006399,81982
22-May,00024782,00026748,00006971,321989
22-May,00024782,00026748,00007946,266969
22-May,00024782,00026748,00018184,36695
22-May,00024782,00026748,00027666,20460
22-May,00024782,00026749,00010373,39807
22-May,00024782,00026749,00013147,81510
22-May,00024782,00026749,00013148,196488
22-May,00024782,00026749,00013567,7144697
22-May,00024782,00026749,00017244,498081
22-May,00024782,00026749,00017245,40306
22-Jun,00009771,00006274,00007336,185941
22-Jun,00009771,00009807,00017530,24403
22-Jun,00009771,00009808,00006340,59847
22-Jun,00009771,00013051,00027592,1069148
22-Jun,00009771,00016982,00017334,37976
22-Jun,00021696,00007918,00007129,171911
22-Jun,00021696,00007918,00009995,18869
22-Jun,00021696,00027295,00026846,2400
22-Jun,00024782,00026748,00006399,20566
22-Jun,00024782,00026748,00006971,109399
22-Jun,00024782,00026748,00007946,319938
22-Jun,00024782,00026748,00018184,68619
22-Jun,00024782,00026749,00010373,40488
22-Jun,00024782,00026749,00013147,269034
22-Jun,00024782,00026749,00013148,202938
22-Jun,00024782,00026749,00013567,7827787
22-Jun,00024782,00026749,00017244,753036
22-Jun,00024782,00026749,00017245,40587
22-Jul,00009771,00006274,00007336,60945
22-Jul,00009771,00009807,00017530,3618
22-Jul,00009771,00009808,00006340,81647
22-Jul,00009771,00013051,00027592,771767
22-Jul,00009771,00016982,00017334,19876
22-Jul,00021696,00007918,00007129,174769
22-Jul,00021696,00007918,00009995,287999
22-Jul,00021696,00027295,00026846,2400
22-Jul,00024782,00026748,00006399,290036
22-Jul,00024782,00026748,00006971,375204
22-Jul,00024782,00026748,00007946,505788
22-Jul,00024782,00026748,00018184,32586
22-Jul,00024782,00026748,00027666,122610
22-Jul,00024782,00026749,00010373,20403
22-Jul,00024782,00026749,00013147,167058
22-Jul,00024782,00026749,00013148,872085
22-Jul,00024782,00026749,00013567,7089599
22-Jul,00024782,00026749,00017244,501863
22-Jul,00024782,00026749,00017245,40125
22-Aug,00009771,00006274,00007336,201876
22-Aug,00009771,00009807,00017530,11220
22-Aug,00009771,00009808,00006340,183189
22-Aug,00009771,00013051,00027592,1233266
22-Aug,00021696,00007918,00007129,172273
22-Aug,00021696,00007918,00009995,28304
22-Aug,00024782,00026748,00006399,146810
22-Aug,00024782,00026748,00006971,275663
22-Aug,00024782,00026748,00007946,152553
22-Aug,00024782,00026748,00027666,4000
22-Aug,00024782,00026749,00013147,268617
22-Aug,00024782,00026749,00013148,921787
22-Aug,00024782,00026749,00013567,7213754
22-Aug,00024782,00026749,00017244,299189
22-Sep,00009771,00006274,00007336,201713
22-Sep,00009771,00009807,00017530,11600
22-Sep,00009771,00009808,00006340,61254
22-Sep,00009771,00013051,00027592,1226686
22-Sep,00009771,00016982,00017334,43996
22-Sep,00021696,00007918,00007129,169507
22-Sep,00021696,00007918,00009995,135352
22-Sep,00024782,00026748,00006399,128058
22-Sep,00024782,00026748,00006971,373789
22-Sep,00024782,00026748,00007946,330457
22-Sep,00024782,00026748,00017594,93485
22-Sep,00024782,00026748,00018184,16293
22-Sep,00024782,00026749,00010373,40370
22-Sep,00024782,00026749,00013147,105741
22-Sep,00024782,00026749,00013148,437731
22-Sep,00024782,00026749,00013567,6877927
22-Sep,00024782,00026749,00017244,873482
22-Sep,00024782,00026749,00017245,84482
22-Oct,00009771,00006274,00007336,201377
22-Oct,00009771,00009807,00017530,26886
22-Oct,00009771,00009808,00006340,143572
22-Oct,00009771,00013051,00027592,991741
22-Oct,00021696,00007918,00007129,172320
22-Oct,00021696,00007918,00009995,319510
22-Oct,00024782,00026748,00006399,105551
22-Oct,00024782,00026748,00006971,256001
22-Oct,00024782,00026748,00007946,552626
22-Oct,00024782,00026748,00017594,91081
22-Oct,00024782,00026748,00027666,163550
22-Oct,00024782,00026749,00010373,20412
22-Oct,00024782,00026749,00013147,20412
22-Oct,00024782,00026749,00013148,244823
22-Oct,00024782,00026749,00013567,8527228
22-Oct,00024782,00026749,00017244,464716
22-Oct,00024782,00026749,00022444,1344856
22-Nov,00009771,00006274,00007336,180167
22-Nov,00009771,00009807,00017530,27830
22-Nov,00009771,00009808,00006340,38066
22-Nov,00009771,00013051,00027592,689186
22-Nov,00009771,00016982,00017334,20003
22-Nov,00021696,00007918,00007129,85820
22-Nov,00021696,00007918,00009995,484618
22-Nov,00024782,00026748,00006399,85457
22-Nov,00024782,00026748,00006971,507378
22-Nov,00024782,00026748,00007946,298168
22-Nov,00024782,00026748,00017594,86137
22-Nov,00024782,00026748,00027666,41837
22-Nov,00024782,00026749,00010373,40823
22-Nov,00024782,00026749,00013147,250995
22-Nov,00024782,00026749,00013148,761516
22-Nov,00024782,00026749,00013567,8476349
22-Nov,00024782,00026749,00017244,527736
22-Dec,00009771,00006274,00007336,79424
22-Dec,00009771,00009807,00017530,25764
22-Dec,00009771,00009808,00006340,80550
22-Dec,00009771,00013051,00027592,761240
22-Dec,00009771,00016982,00017334,37922
22-Dec,00021696,00007918,00007129,85321
22-Dec,00021696,00007918,00009995,309645
22-Dec,00024782,00026748,00006399,271430
22-Dec,00024782,00026748,00006971,233631
22-Dec,00024782,00026748,00007946,304602
22-Dec,00024782,00026748,00027666,162710
22-Dec,00024782,00026749,00010373,20412
22-Dec,00024782,00026749,00013147,186336
22-Dec,00024782,00026749,00013148,843190
22-Dec,00024782,00026749,00013567,5582582
22-Dec,00024782,00026749,00017244,401801
22-Dec,00024782,00026749,00022444,1223364
23-Jan,00009771,00006274,00007336,140695
23-Jan,00009771,00009807,00017530,26886
23-Jan,00009771,00009808,00006340,166052
23-Jan,00009771,00013051,00027592,1695173
23-Jan,00009771,00016982,00017334,20003
23-Jan,00021696,00007918,00009995,467744
23-Jan,00024782,00026748,00006399,87657
23-Jan,00024782,00026748,00006971,346542
23-Jan,00024782,00026748,00007946,290660
23-Jan,00024782,00026748,00017594,9689
23-Jan,00024782,00026748,00027666,232126
23-Jan,00024782,00026749,00010373,40814
23-Jan,00024782,00026749,00013147,123939
23-Jan,00024782,00026749,00013148,263185
23-Jan,00024782,00026749,00013567,6504725
23-Jan,00024782,00026749,00017244,669357
23-Jan,00024782,00026749,00022444,1376728
23-Feb,00009771,00006274,00007336,180321
23-Feb,00009771,00009807,00017530,7620
23-Feb,00009771,00009808,00006340,99428
23-Feb,00009771,00013051,00027592,923043
23-Feb,00009771,00016982,00017334,37958
23-Feb,00021696,00007918,00009995,871418
23-Feb,00024782,00026748,00006399,84323
23-Feb,00024782,00026748,00006971,230782
23-Feb,00024782,00026748,00007946,258493
23-Feb,00024782,00026748,00027666,61230
23-Feb,00024782,00026749,00010373,20421
23-Feb,00024782,00026749,00013147,81964
23-Feb,00024782,00026749,00013148,304017
23-Feb,00024782,00026749,00013567,5614117
23-Feb,00024782,00026749,00017244,263845
23-Mar,00009771,00006274,00007336,120374
23-Mar,00009771,00009807,00017530,7620
23-Mar,00009771,00009808,00006340,20385
23-Mar,00009771,00013051,00027592,980504
23-Mar,00009771,00016982,00017334,19958
23-Mar,00021696,00007918,00009995,388275
23-Mar,00024782,00026748,00006399,157623
23-Mar,00024782,00026748,00006971,151869
23-Mar,00024782,00026748,00007946,323879
23-Mar,00024782,00026748,00018184,17835
23-Mar,00024782,00026748,00027666,102200
23-Mar,00024782,00026749,00010373,40814
23-Mar,00024782,00026749,00013147,101351
23-Mar,00024782,00026749,00013148,487421
23-Mar,00024782,00026749,00013567,8787714
23-Mar,00024782,00026749,00017244,1787784
23-Mar,00024782,00026749,00022444,688698
23-Apr,00009771,00006274,00007336,239851
23-Apr,00009771,00009807,00017530,12553
23-Apr,00009771,00009808,00006340,59720
23-Apr,00009771,00013051,00027592,838739
23-Apr,00009771,00016982,00017334,19958
23-Apr,00021696,00007918,00009995,765573
23-Apr,00024782,00026748,00006971,134417
23-Apr,00024782,00026748,00007946,168442
23-Apr,00024782,00026748,00017594,78199
23-Apr,00024782,00026748,00018184,16293
23-Apr,00024782,00026749,00010373,20384
23-Apr,00024782,00026749,00013147,81783
23-Apr,00024782,00026749,00013148,262849
23-Apr,00024782,00026749,00013567,8006676
23-Apr,00024782,00026749,00017244,310302
23-Apr,00024782,00026749,00022444,1395418
23-May,00009771,00006274,00007336,160916
23-May,00009771,00009807,00017530,3810
23-May,00009771,00009808,00006340,119677
23-May,00009771,00013051,00027592,1227503
23-May,00009771,00016982,00017334,19831
23-May,00021696,00007918,00009995,432046
23-May,00024782,00026748,00006399,187932
23-May,00024782,00026748,00006971,161358
23-May,00024782,00026748,00007946,169384
23-May,00024782,00026748,00018184,66714
23-May,00024782,00026749,00013148,80305
23-May,00024782,00026749,00013567,8242062
23-May,00024782,00026749,00017244,223213
23-May,00024782,00026749,00022444,1414895
23-Jun,00009771,00006274,00007336,79460
23-Jun,00009771,00009807,00017530,10361
23-Jun,00009771,00009808,00006340,100589
23-Jun,00009771,00013051,00027592,1686643
23-Jun,00009771,00016982,00017334,37967
23-Jun,00021696,00007918,00007129,3900
23-Jun,00021696,00007918,00009995,117390
23-Jun,00024782,00026748,00006971,143707
23-Jun,00024782,00026748,00007946,140839
23-Jun,00024782,00026748,00018184,34373
23-Jun,00024782,00026749,00010373,20412
23-Jun,00024782,00026749,00013148,80359
23-Jun,00024782,00026749,00013567,5635364
23-Jun,00024782,00026749,00017244,420492
23-Jul,00009771,00006274,00007336,79714
23-Jul,00009771,00009807,00017530,12156
23-Jul,00009771,00009808,00006340,100916
23-Jul,00009771,00013051,00027592,75275
23-Jul,00009771,00016982,00017334,37922
23-Jul,00021696,00007918,00009995,781290
23-Jul,00024782,00026748,00006399,20566
23-Jul,00024782,00026748,00006971,96075
23-Jul,00024782,00026748,00007946,103737
23-Jul,00024782,00026748,00018184,17853
23-Jul,00024782,00026749,00013148,56526
23-Jul,00024782,00026749,00013567,5777810
23-Jul,00024782,00026749,00017244,210385
23-Aug,00009771,00006274,00007336,141103
23-Aug,00009771,00009807,00017530,2858
23-Aug,00009771,00009808,00006340,80849
23-Aug,00009771,00013051,00027592,1141066
23-Aug,00009771,00016982,00017334,39481
23-Aug,00021696,00007918,00009995,892941
23-Aug,00024782,00026748,00006399,11104
23-Aug,00024782,00026748,00006971,21177
23-Aug,00024782,00026748,00007946,157974
23-Aug,00024782,00026748,00017594,40878
23-Aug,00024782,00026748,00027666,40953
23-Aug,00024782,00026749,00013148,15785
23-Aug,00024782,00026749,00013567,5936019
23-Aug,00024782,00026749,00017244,345819
23-Aug,00024782,00026749,00022444,1405975
23-Sep,00009771,00006274,00007336,119903
