Date,Business Group,Business,Value Center,    Processed History
23-Mar,00013066,00025618,00026813,1660
23-Mar,00013900,00013048,00010375,257713
23-Mar,00013900,00016983,00017444,399213
23-Mar,00021696,00007918,00007119,594523
23-Mar,00021696,00007918,00007129,1875283
23-Mar,00021696,00007918,00009995,4331389
23-Mar,00021696,00027295,00026846,22500
23-Mar,00021696,00027304,00016796,69230
23-Mar,00024782,00026748,00017594,20348
23-Mar,00024782,00026749,00013567,20149
23-Apr,00009771,00006274,00007336,256166
23-Apr,00009771,00009807,00017529,56949
23-Apr,00009771,00016979,00013588,500
23-Apr,00009771,00016979,00017007,195695
23-Apr,00009771,00016979,00017008,314552
23-Apr,00009771,00016979,00017009,225614
23-Apr,00009771,00016979,00017312,22500
23-Apr,00013066,00025519,00026803,156503
23-Apr,00013066,00025618,00026812,552500
23-Apr,00013066,00025618,00026813,823
23-Apr,00013900,00013048,00010375,39844
23-Apr,00013900,00016983,00017444,303569
23-Apr,00021696,00007918,00007119,425639
23-Apr,00021696,00007918,00007129,1779489
23-Apr,00021696,00007918,00009995,4944109
23-Apr,00021696,00027295,00026846,16050
23-Apr,00021696,00027304,00016796,61230
23-May,00009771,00006274,00007336,245847
23-May,00009771,00009807,00017529,41141
23-May,00009771,00009807,00017530,5443
23-May,00009771,00016979,00013588,3500
23-May,00009771,00016979,00017007,273660
23-May,00009771,00016979,00017008,313752
23-May,00009771,00016979,00017009,354074
23-May,00009771,00016979,00017312,19500
23-May,00013066,00025519,00026803,223383
23-May,00013066,00025618,00026812,650377
23-May,00013066,00025618,00026813,20
23-May,00013900,00013048,00010375,355335
23-May,00013900,00013048,00017120,19950
23-May,00013900,00016983,00017444,299680
23-May,00021696,00007918,00007119,527324
23-May,00021696,00007918,00007129,1815293
23-May,00021696,00007918,00009995,3418425
23-May,00021696,00009814,00010269,89176
23-May,00021696,00027295,00026846,105002
23-May,00021696,00027304,00016796,55840
23-May,00024782,00026748,00006399,876
23-May,00024782,00026748,00017594,20357
23-Jun,00009771,00006274,00007336,251018
23-Jun,00009771,00009807,00017529,18316
23-Jun,00009771,00016979,00013588,19000
23-Jun,00009771,00016979,00017007,192628
23-Jun,00009771,00016979,00017008,235782
23-Jun,00009771,00016979,00017009,412224
23-Jun,00009771,00016979,00017312,27000
23-Jun,00009771,00016982,00017334,19187
23-Jun,00013066,00025519,00026803,217244
23-Jun,00013066,00025618,00026812,651762
23-Jun,00013900,00013048,00010375,160254
23-Jun,00013900,00016983,00017444,346850
23-Jun,00021696,00007918,00007119,910283
23-Jun,00021696,00007918,00007129,1327714
23-Jun,00021696,00007918,00009995,4670029
23-Jun,00021696,00027295,00026846,21250
23-Jun,00021696,00027304,00016796,70830
23-Jun,00024782,00026748,00006399,876
23-Jun,00024782,00026748,00017594,20412
23-Jul,00009771,00006274,00007336,270568
23-Jul,00009771,00009807,00017529,22952
23-Jul,00009771,00009807,00017530,5443
23-Jul,00009771,00016979,00013588,3000
23-Jul,00009771,00016979,00017007,285955
23-Jul,00009771,00016979,00017008,226912
23-Jul,00009771,00016979,00017009,311640
23-Jul,00009771,00016979,00017138,435
23-Jul,00009771,00016979,00017312,10025
23-Jul,00013066,00025519,00026803,221538
23-Jul,00013066,00025618,00026812,683182
23-Jul,00013066,00025618,00026813,1816
23-Jul,00013900,00013048,00010375,99908
23-Jul,00013900,00016983,00017444,310293
23-Jul,00021696,00007918,00007119,1104749
23-Jul,00021696,00007918,00007129,824773
23-Jul,00021696,00007918,00009995,4455859
23-Jul,00021696,00009814,00010269,88904
23-Jul,00021696,00027295,00026846,1900
23-Jul,00021696,00027304,00016796,25440
23-Jul,00024782,00026748,00017594,40696
23-Aug,00009771,00006274,00007336,525940
23-Aug,00009771,00009807,00017529,35924
23-Aug,00009771,00009807,00017530,1134
23-Aug,00009771,00016979,00013588,2000
23-Aug,00009771,00016979,00017007,286947
23-Aug,00009771,00016979,00017008,297314
23-Aug,00009771,00016979,00017009,366486
23-Aug,00009771,00016979,00017312,21600
23-Aug,00013066,00025519,00026803,198659
23-Aug,00013066,00025618,00026812,864071
23-Aug,00013066,00025618,00026813,939
23-Aug,00013900,00013048,00010375,97223
23-Aug,00013900,00016983,00017444,280067
23-Aug,00021696,00007918,00007119,464859
23-Aug,00021696,00007918,00007129,1296702
23-Aug,00021696,00007918,00009995,4190829
23-Aug,00021696,00027295,00026846,36450
23-Aug,00021696,00027304,00016796,20420
23-Aug,00024782,00026748,00017594,101750
23-Aug,00024782,00026749,00013147,19731
23-Aug,00024782,00026749,00013567,20439
23-Sep,00009771,00006274,00007336,171186
23-Sep,00009771,00009807,00017529,61734
23-Sep,00009771,00009807,00017530,5443
23-Sep,00009771,00016979,00013588,20000
23-Sep,00009771,00016979,00017007,378200
23-Sep,00009771,00016979,00017008,234932
23-Sep,00009771,00016979,00017009,301683
23-Sep,00009771,00016979,00017312,22300
23-Sep,00013066,00025519,00026803,236608
23-Sep,00013066,00025618,00026812,817028
23-Sep,00013066,00025618,00026813,20
23-Sep,00013900,00013048,00010375,138808
23-Sep,00013900,00013048,00017120,108661
23-Sep,00013900,00016983,00017444,250037
23-Sep,00013900,00016983,00017445,60
23-Sep,00021696,00007918,00007119,957104
23-Sep,00021696,00007918,00007129,1079547
23-Sep,00021696,00007918,00009995,5446677
23-Sep,00021696,00027295,00026846,1950
23-Sep,00021696,00027304,00016796,50830
23-Sep,00024782,00026748,00017594,61063
23-Oct,00009771,00006274,00007336,342829
23-Oct,00009771,00009807,00017529,200451
23-Oct,00009771,00009807,00017530,5443
23-Oct,00009771,00016979,00013588,1000
23-Oct,00009771,00016979,00017007,384255
23-Oct,00009771,00016979,00017008,276240
23-Oct,00009771,00016979,00017009,298078
23-Oct,00009771,00016979,00017312,20400
23-Oct,00013066,00025519,00026803,203783
23-Oct,00013066,00025618,00026812,470690
23-Oct,00013066,00025618,00026813,1841
23-Oct,00013900,00013048,00010375,218550
23-Oct,00013900,00013048,00017120,128195
23-Oct,00013900,00016983,00017444,365602
23-Oct,00021696,00007918,00007119,430643
23-Oct,00021696,00007918,00007129,1431428
23-Oct,00021696,00007918,00009995,3225447
23-Oct,00021696,00009814,00010269,89403
23-Oct,00021696,00027295,00026846,122402
23-Oct,00021696,00027304,00016796,60830
23-Oct,00024782,00026748,00017594,40723
23-Oct,00024782,00026749,00013567,19314
23-Nov,00009771,00006274,00007336,254374
23-Nov,00009771,00009807,00017529,177481
23-Nov,00009771,00016979,00017007,188631
23-Nov,00009771,00016979,00017008,276974
23-Nov,00009771,00016979,00017009,148480
23-Nov,00009771,00016979,00017312,19650
23-Nov,00013066,00025519,00026803,138588
23-Nov,00013066,00025618,00026812,782437
23-Nov,00013066,00025618,00026813,1840
23-Nov,00013900,00013048,00010375,160735
23-Nov,00013900,00013048,00017120,169387
23-Nov,00013900,00016983,00017444,357442
23-Nov,00013900,00016983,00017445,300
23-Nov,00021696,00007918,00007119,275054
23-Nov,00021696,00007918,00007129,1279218
23-Nov,00021696,00007918,00009995,3764841
23-Nov,00021696,00027295,00026846,30479
23-Nov,00021696,00027304,00016796,40830
23-Nov,00024782,00026748,00017594,20366
23-Dec,00009771,00006274,00007336,170777
23-Dec,00009771,00009807,00017529,99827
23-Dec,00009771,00009807,00017530,10886
23-Dec,00009771,00016979,00017007,469961
23-Dec,00009771,00016979,00017008,215850
23-Dec,00009771,00016979,00017009,201600
23-Dec,00009771,00016979,00017312,21150
23-Dec,00013066,00025519,00026803,97759
23-Dec,00013066,00025618,00026812,620406
23-Dec,00013066,00025618,00026813,1840
23-Dec,00013900,00013048,00010375,140133
23-Dec,00013900,00013048,00017120,39943
23-Dec,00013900,00016983,00017444,202450
23-Dec,00021696,00007918,00007119,933964
23-Dec,00021696,00007918,00007129,894325
23-Dec,00021696,00007918,00009995,4643919
23-Dec,00021696,00013071,00007960,18700
23-Dec,00021696,00027295,00026846,86274
23-Dec,00021696,00027304,00016796,20440
23-Dec,00024782,00026748,00017594,20375
23-Dec,00024782,00026749,00013567,20575
24-Jan,00009771,00006274,00007336,378904
24-Jan,00009771,00009807,00017529,206067
24-Jan,00009771,00016979,00013588,22000
24-Jan,00009771,00016979,00017007,283536
24-Jan,00009771,00016979,00017008,288240
24-Jan,00009771,00016979,00017009,163308
24-Jan,00009771,00016979,00017312,22800
24-Jan,00013066,00025519,00026803,77614
24-Jan,00013066,00025618,00026812,583522
24-Jan,00013066,00025618,00026813,1700
24-Jan,00013900,00013048,00010375,219457
24-Jan,00013900,00013048,00017120,168869
24-Jan,00013900,00016983,00017444,307947
24-Jan,00013900,00016983,00017445,60
24-Jan,00021696,00007918,00007119,509450
24-Jan,00021696,00007918,00007129,1074244
24-Jan,00021696,00007918,00009995,4018613
24-Jan,00021696,00027295,00026846,26350
24-Jan,00021696,00027304,00016796,43420
24-Jan,00024782,00026749,00013567,40052
24-Feb,00009771,00006274,00007336,169779
24-Feb,00009771,00009807,00017529,102058
24-Feb,00009771,00016979,00013588,2000
24-Feb,00009771,00016979,00017007,376965
24-Feb,00009771,00016979,00017008,317106
24-Feb,00009771,00016979,00017009,95839
24-Feb,00009771,00016979,00017312,41825
24-Feb,00013066,00025519,00026803,98013
24-Feb,00013066,00025618,00026812,636063
24-Feb,00013066,00025618,00026813,1841
24-Feb,00013900,00013048,00010375,181954
24-Feb,00013900,00013048,00017120,99766
24-Feb,00013900,00016983,00017444,346740
24-Feb,00013900,00016983,00017445,-60
24-Feb,00021696,00007918,00007119,863419
24-Feb,00021696,00007918,00007129,931382
24-Feb,00021696,00007918,00009995,3872378
24-Feb,00021696,00027295,00026846,109180
24-Feb,00021696,00027304,00016796,40840
24-Mar,00009771,00006274,00007336,293113
24-Mar,00009771,00009807,00017529,97808
24-Mar,00009771,00009807,00017530,5443
24-Mar,00009771,00016979,00017007,282952
24-Mar,00009771,00016979,00017008,249952
24-Mar,00009771,00016979,00017009,293468
24-Mar,00013066,00025519,00026803,101004
24-Mar,00013066,00025618,00026812,723397
24-Mar,00013066,00025618,00026813,20
24-Mar,00013900,00013048,00010375,340662
24-Mar,00013900,00013048,00017120,80296
24-Mar,00013900,00016983,00017444,318639
24-Mar,00021696,00007918,00007119,373093
24-Mar,00021696,00007918,00007129,760619
24-Mar,00021696,00007918,00009995,4711262
24-Mar,00021696,00009814,00010269,89358
24-Mar,00021696,00027304,00016796,76320
24-Apr,00009771,00006274,00007336,255962
24-Apr,00009771,00009807,00017529,183782
24-Apr,00009771,00009807,00017530,4536
24-Apr,00009771,00016979,00013588,19000
24-Apr,00009771,00016979,00017007,294930
24-Apr,00009771,00016979,00017008,412004
24-Apr,00009771,00016979,00017009,380480
24-Apr,00009771,00016979,00017312,2400
24-Apr,00013066,00025519,00026803,234645
24-Apr,00013066,00025618,00026812,642183
24-Apr,00013066,00025618,00026813,1972
24-Apr,00013900,00013048,00010375,238635
24-Apr,00013900,00013048,00017120,79850
24-Apr,00013900,00016983,00017444,276837
24-Apr,00021696,00007918,00007119,192760
24-Apr,00021696,00007918,00007129,720358
24-Apr,00021696,00007918,00009995,5742077
24-Apr,00021696,00009814,00010269,86636
24-Apr,00021696,00027295,00026846,140844
24-Apr,00021696,00027304,00016796,87240
