Date,Business Group,Business,Value Center,    Processed History
20-Dec,00009771,00016982,00017334,1200
20-Dec,00013066,00025519,00026803,80945
20-Dec,00013066,00025618,00026812,637446
20-Dec,00013066,00025618,00026813,1240
20-Dec,00013900,00013048,00010375,141875
20-Dec,00013900,00013048,00017120,19994
20-Dec,00013900,00016983,00017444,207684
20-Dec,00021696,00007918,00007119,420537
20-Dec,00021696,00007918,00007129,888182
20-Dec,00021696,00007918,00009995,3809879
20-Dec,00021696,00009814,00010269,88859
20-Dec,00021696,00027295,00026846,44200
20-Dec,00021696,00027304,00016796,75840
20-Dec,00024782,00026748,00017594,40696
21-Jan,00009771,00006274,00007336,84277
21-Jan,00009771,00009807,00017529,86078
21-Jan,00009771,00016979,00013588,19000
21-Jan,00009771,00016979,00017007,287965
21-Jan,00009771,00016979,00017008,229454
21-Jan,00009771,00016979,00017009,89204
21-Jan,00009771,00016979,00017312,18750
21-Jan,00009771,00016979,00027783,2720
21-Jan,00009771,00016982,00017334,36088
21-Jan,00013066,00025519,00026803,84923
21-Jan,00013066,00025618,00026812,685250
21-Jan,00013066,00025618,00026813,200
21-Jan,00013900,00013048,00010375,240739
21-Jan,00013900,00013048,00017120,19840
21-Jan,00013900,00016983,00017444,324308
21-Jan,00021696,00007918,00007119,250057
21-Jan,00021696,00007918,00007129,927582
21-Jan,00021696,00007918,00009995,5518180
21-Jan,00021696,00013071,00007960,85129
21-Jan,00021696,00027295,00026846,37700
21-Jan,00021696,00027304,00016796,95210
21-Jan,00024782,00026748,00017594,40760
21-Feb,00009771,00006274,00007336,92601
21-Feb,00009771,00009807,00017529,63916
21-Feb,00009771,00016979,00013588,1000
21-Feb,00009771,00016979,00017007,202699
21-Feb,00009771,00016979,00017008,228275
21-Feb,00009771,00016979,00017009,216726
21-Feb,00009771,00016979,00017312,19200
21-Feb,00009771,00016979,00027783,3740
21-Feb,00013066,00025519,00026803,76480
21-Feb,00013066,00025618,00026812,661047
21-Feb,00013066,00025618,00026813,4110
21-Feb,00013900,00013048,00010375,265578
21-Feb,00013900,00016983,00017444,341137
21-Feb,00021696,00007918,00007119,170575
21-Feb,00021696,00007918,00007129,302569
21-Feb,00021696,00007918,00009995,6116976
21-Feb,00021696,00009814,00010269,82599
21-Feb,00021696,00013071,00007960,18700
21-Feb,00021696,00027295,00026846,21200
21-Feb,00021696,00027304,00016796,71349
21-Mar,00009771,00006274,00007336,46720
21-Mar,00009771,00009807,00017529,55656
21-Mar,00009771,00016979,00013588,31000
21-Mar,00009771,00016979,00017007,223129
21-Mar,00009771,00016979,00017008,117676
21-Mar,00009771,00016979,00017009,188786
21-Mar,00009771,00016979,00017312,43350
21-Mar,00013066,00025519,00026803,133039
21-Mar,00013066,00025618,00026812,647380
21-Mar,00013066,00025618,00026813,855
21-Mar,00013900,00013048,00010375,200343
21-Mar,00013900,00016983,00017444,327879
21-Mar,00021696,00007918,00007119,85457
21-Mar,00021696,00007918,00007129,285122
21-Mar,00021696,00007918,00009995,4078236
21-Mar,00021696,00027295,00026846,41000
21-Mar,00021696,00027304,00016796,59753
21-Mar,00024782,00026748,00017594,40751
21-Apr,00009771,00006274,00007336,123010
21-Apr,00009771,00009807,00017529,71994
21-Apr,00009771,00016979,00013588,19000
21-Apr,00009771,00016979,00017007,426218
21-Apr,00009771,00016979,00017008,217793
21-Apr,00009771,00016979,00017009,210713
21-Apr,00009771,00016979,00017312,46050
21-Apr,00009771,00016979,00027783,3680
21-Apr,00013066,00025519,00026803,92815
21-Apr,00013066,00025618,00026812,761806
21-Apr,00013066,00025618,00026813,8466
21-Apr,00013900,00013048,00010375,338924
21-Apr,00013900,00016983,00017444,349930
21-Apr,00021696,00007918,00007119,167730
21-Apr,00021696,00007918,00007129,858347
21-Apr,00021696,00007918,00009995,4144317
21-Apr,00021696,00009814,00010269,89811
21-Apr,00021696,00027295,00026846,22500
21-Apr,00021696,00027304,00016796,80802
21-May,00009771,00006274,00007336,101895
21-May,00009771,00009807,00017529,87248
21-May,00009771,00016979,00013588,3000
21-May,00009771,00016979,00017007,386741
21-May,00009771,00016979,00017008,199816
21-May,00009771,00016979,00017009,245450
21-May,00009771,00016979,00017312,42150
21-May,00009771,00016979,00027783,3160
21-May,00013066,00025519,00026803,116826
21-May,00013066,00025618,00026812,698677
21-May,00013066,00025618,00026813,1520
21-May,00013900,00013048,00010375,242064
21-May,00013900,00016983,00017444,380161
21-May,00021696,00007918,00007119,-13200
21-May,00021696,00007918,00007129,737195
21-May,00021696,00007918,00009995,5584248
21-May,00021696,00009814,00010269,88949
21-May,00021696,00013071,00007960,18869
21-May,00021696,00027295,00026846,22750
21-May,00021696,00027304,00016796,88250
21-May,00024782,00026748,00017594,40760
21-Jun,00009771,00006274,00007336,80082
21-Jun,00009771,00009807,00017529,80771
21-Jun,00009771,00016979,00013588,2000
21-Jun,00009771,00016979,00017007,480797
21-Jun,00009771,00016979,00017008,225604
21-Jun,00009771,00016979,00017009,232584
21-Jun,00009771,00016979,00017312,24300
21-Jun,00009771,00016979,00027783,4810
21-Jun,00013066,00025519,00026803,105253
21-Jun,00013066,00025618,00026812,671579
21-Jun,00013066,00025618,00026813,2660
21-Jun,00013900,00013048,00010375,319347
21-Jun,00013900,00016983,00017444,368184
21-Jun,00021696,00007918,00007119,172184
21-Jun,00021696,00007918,00007129,1532815
21-Jun,00021696,00007918,00009995,5326100
21-Jun,00021696,00027295,00026846,109153
21-Jun,00021696,00027304,00016796,52858
21-Jun,00024782,00026748,00017594,40615
21-Jul,00009771,00006274,00007336,20484
21-Jul,00009771,00009807,00017529,73917
21-Jul,00009771,00016979,00013588,29500
21-Jul,00009771,00016979,00017007,291081
21-Jul,00009771,00016979,00017008,234488
21-Jul,00009771,00016979,00017009,267202
21-Jul,00009771,00016979,00017312,26400
21-Jul,00009771,00016979,00027783,1600
21-Jul,00009771,00016982,00017334,4500
21-Jul,00013066,00025519,00026803,63212
21-Jul,00013066,00025618,00026812,513401
21-Jul,00013066,00025618,00026813,4647
21-Jul,00013900,00013048,00010375,279077
21-Jul,00013900,00013048,00017120,19985
21-Jul,00013900,00016983,00017444,420561
21-Jul,00021696,00007918,00007119,86228
21-Jul,00021696,00007918,00007129,1233794
21-Jul,00021696,00007918,00009995,6702242
21-Jul,00021696,00013071,00007960,56608
21-Jul,00021696,00027295,00026846,64350
21-Jul,00021696,00027304,00016796,62059
21-Jul,00024782,00026748,00006399,219
21-Jul,00024782,00026748,00017594,20312
21-Aug,00009771,00006274,00007336,20475
21-Aug,00009771,00009807,00017529,70452
21-Aug,00009771,00016979,00013588,21000
21-Aug,00009771,00016979,00017007,199720
21-Aug,00009771,00016979,00017008,235706
21-Aug,00009771,00016979,00017009,320229
21-Aug,00009771,00016979,00017312,54900
21-Aug,00009771,00016979,00027783,6880
21-Aug,00013066,00025519,00026803,99916
21-Aug,00013066,00025618,00026812,683369
21-Aug,00013066,00025618,00026813,4543
21-Aug,00013900,00013048,00010375,262566
21-Aug,00013900,00013048,00017120,39980
21-Aug,00013900,00016983,00017444,371319
21-Aug,00021696,00007918,00007119,342144
21-Aug,00021696,00007918,00007129,791504
21-Aug,00021696,00007918,00009995,3791571
21-Aug,00021696,00027295,00026846,26650
21-Aug,00021696,00027304,00016796,40820
21-Aug,00024782,00026748,00017594,40751
21-Sep,00009771,00006274,00007336,20493
21-Sep,00009771,00009807,00017529,80830
21-Sep,00009771,00016979,00013588,20000
21-Sep,00009771,00016979,00017007,381338
21-Sep,00009771,00016979,00017008,252432
21-Sep,00009771,00016979,00017009,293466
21-Sep,00009771,00016979,00017312,900
21-Sep,00013066,00025519,00026803,79271
21-Sep,00013066,00025618,00026812,682224
21-Sep,00013066,00025618,00026813,4070
21-Sep,00013900,00013048,00010375,321787
21-Sep,00013900,00016983,00017444,365907
21-Sep,00021696,00007918,00007119,85228
21-Sep,00021696,00007918,00007129,634233
21-Sep,00021696,00007918,00009995,4331549
21-Sep,00021696,00009814,00010269,89584
21-Sep,00021696,00027295,00026846,18850
21-Sep,00021696,00027304,00016796,63240
21-Sep,00024782,00026749,00013567,20575
21-Oct,00009771,00009807,00017529,56831
21-Oct,00009771,00016979,00017007,289106
21-Oct,00009771,00016979,00017008,178656
21-Oct,00009771,00016979,00017009,221825
21-Oct,00009771,00016979,00017312,24300
21-Oct,00009771,00016982,00017334,19940
21-Oct,00013066,00025519,00026803,82267
21-Oct,00013066,00025618,00026812,700907
21-Oct,00013066,00025618,00026813,1821
21-Oct,00013900,00013048,00010375,377987
21-Oct,00013900,00013048,00017120,20129
21-Oct,00013900,00016983,00017444,388352
21-Oct,00021696,00007918,00007119,171140
21-Oct,00021696,00007918,00007129,1008431
21-Oct,00021696,00007918,00009995,5459106
21-Oct,00021696,00027295,00026846,650
21-Oct,00021696,00027304,00016796,20420
21-Nov,00009771,00006274,00007336,21101
21-Nov,00009771,00009807,00017529,89780
21-Nov,00009771,00016979,00013588,3000
21-Nov,00009771,00016979,00017007,289100
21-Nov,00009771,00016979,00017008,173554
21-Nov,00009771,00016979,00017009,141311
21-Nov,00009771,00016979,00017138,218
21-Nov,00009771,00016979,00017312,33450
21-Nov,00009771,00016979,00027783,2400
21-Nov,00013066,00025519,00026803,79233
21-Nov,00013066,00025618,00026812,748715
21-Nov,00013066,00025618,00026813,2120
21-Nov,00013900,00013048,00010375,286643
21-Nov,00013900,00016983,00017444,360548
21-Nov,00021696,00007918,00007119,78996
21-Nov,00021696,00007918,00007129,1188114
21-Nov,00021696,00007918,00009995,4423270
21-Nov,00021696,00009814,00010269,170188
21-Nov,00021696,00027304,00016796,64840
21-Dec,00009771,00009807,00017529,80281
21-Dec,00009771,00016979,00013588,40000
21-Dec,00009771,00016979,00017007,381504
21-Dec,00009771,00016979,00017008,118270
21-Dec,00009771,00016979,00017009,107886
21-Dec,00009771,00016979,00017312,55050
21-Dec,00009771,00016979,00027783,2000
21-Dec,00009771,00016982,00017334,19958
21-Dec,00013066,00025519,00026803,139830
21-Dec,00013066,00025618,00026812,783841
21-Dec,00013066,00025618,00026813,3574
21-Dec,00013900,00013048,00010375,281173
21-Dec,00013900,00016983,00017444,371164
21-Dec,00021696,00007918,00007119,340652
21-Dec,00021696,00007918,00007129,1290506
21-Dec,00021696,00007918,00009995,3892022
21-Dec,00021696,00027295,00026846,72150
21-Dec,00021696,00027304,00016796,35430
21-Dec,00024782,00026748,00006399,1753
21-Dec,00024782,00026748,00017594,20348
21-Dec,00024782,00026749,00013567,20366
22-Jan,00009771,00006274,00007336,20657
22-Jan,00009771,00009807,00017529,68737
22-Jan,00009771,00016979,00017007,292095
22-Jan,00009771,00016979,00017008,189216
22-Jan,00009771,00016979,00017009,106531
22-Jan,00009771,00016979,00017312,31050
22-Jan,00009771,00016982,00017334,19931
22-Jan,00013066,00025519,00026803,26734
22-Jan,00013066,00025618,00026812,653976
22-Jan,00013066,00025618,00026813,2680
22-Jan,00013900,00013048,00010375,219774
22-Jan,00013900,00016983,00017444,381566
22-Jan,00021696,00007918,00007119,411801
22-Jan,00021696,00007918,00007129,1156532
22-Jan,00021696,00007918,00009995,4597871
22-Jan,00021696,00009814,00010269,88677
22-Jan,00021696,00027295,00026846,37700
22-Jan,00021696,00027304,00016796,54830
22-Jan,00024782,00026748,00017594,39798
22-Jan,00024782,00026749,00013567,17808
22-Feb,00009771,00006274,00007336,83393
22-Feb,00009771,00009807,00017529,71808
22-Feb,00009771,00016979,00013588,20000
22-Feb,00009771,00016979,00017007,381413
22-Feb,00009771,00016979,00017008,253244
22-Feb,00009771,00016979,00017009,215170
22-Feb,00009771,00016979,00017312,18000
22-Feb,00009771,00016979,00027783,2920
22-Feb,00009771,00016982,00017334,39390
22-Feb,00013066,00025519,00026803,56289
22-Feb,00013066,00025618,00026812,666879
22-Feb,00013066,00025618,00026813,101
22-Feb,00013900,00013048,00010375,119866
22-Feb,00013900,00016983,00017444,346353
22-Feb,00021696,00007918,00007119,521858
22-Feb,00021696,00007918,00007129,1259810
22-Feb,00021696,00007918,00009995,5125816
22-Feb,00021696,00009814,00010269,166513
22-Feb,00021696,00027295,00026846,18850
22-Feb,00021696,00027304,00016796,54840
22-Mar,00009771,00009807,00017529,135434
22-Mar,00009771,00016979,00013588,3000
22-Mar,00009771,00016979,00017007,381448
22-Mar,00009771,00016979,00017008,311640
22-Mar,00009771,00016979,00017009,121652
22-Mar,00009771,00016979,00017312,37050
22-Mar,00009771,00016982,00017334,52254
22-Mar,00013066,00025519,00026803,25051
22-Mar,00013066,00025618,00026812,595441
22-Mar,00013066,00025618,00026813,860
22-Mar,00013900,00013048,00010375,122588
22-Mar,00013900,00013048,00017120,19568
22-Mar,00013900,00016983,00017444,585058
22-Mar,00021696,00007918,00007119,683116
22-Mar,00021696,00007918,00007129,2554746
22-Mar,00021696,00007918,00009995,6709352
22-Mar,00021696,00027304,00016796,55800
22-Mar,00024782,00026748,00017594,39934
22-Apr,00009771,00009807,00017529,78290
22-Apr,00009771,00016979,00017007,287053
22-Apr,00009771,00016979,00017008,183602
22-Apr,00009771,00016979,00017009,174989
22-Apr,00009771,00016979,00017312,18900
22-Apr,00009771,00016979,00027783,5400
22-Apr,00009771,00016982,00017334,-19713
22-Apr,00013066,00025519,00026803,61167
22-Apr,00013066,00025618,00026812,682764
22-Apr,00013066,00025618,00026813,1721
22-Apr,00013900,00013048,00010375,19958
22-Apr,00013900,00016983,00017444,380437
22-Apr,00021696,00007918,00007119,332998
22-Apr,00021696,00007918,00007129,944125
22-Apr,00021696,00007918,00009995,4896420
22-Apr,00021696,00009814,00010269,89403
22-Apr,00021696,00027304,00016796,51430
22-Apr,00024782,00026748,00017594,40279
22-May,00009771,00006274,00007336,18371
22-May,00009771,00009807,00017529,52630
22-May,00009771,00016979,00013588,3000
22-May,00009771,00016979,00017007,287000
22-May,00009771,00016979,00017008,208504
22-May,00009771,00016979,00017009,364613
22-May,00009771,00016979,00017312,27750
22-May,00013066,00025519,00026803,141824
22-May,00013066,00025618,00026812,658082
22-May,00013066,00025618,00026813,5479
22-May,00013900,00013048,00010375,221970
22-May,00013900,00016983,00017444,428982
22-May,00021696,00007918,00007119,430731
22-May,00021696,00007918,00007129,1478204
22-May,00021696,00007918,00009995,5599597
22-May,00021696,00009814,00010269,77927
22-May,00021696,00013071,00007960,85880
22-May,00021696,00027304,00016796,71240
22-May,00024782,00026748,00006399,20194
22-Jun,00009771,00009807,00017529,81851
22-Jun,00009771,00016979,00017007,294990
22-Jun,00009771,00016979,00017008,217432
22-Jun,00009771,00016979,00017009,315044
22-Jun,00009771,00016979,00017312,27300
22-Jun,00009771,00016979,00027783,2400
22-Jun,00013066,00025519,00026803,75957
22-Jun,00013066,00025618,00026812,630473
22-Jun,00013066,00025618,00026813,940
22-Jun,00013900,00013048,00010375,297747
22-Jun,00013900,00016983,00017444,311490
22-Jun,00021696,00007918,00007119,598062
22-Jun,00021696,00007918,00007129,1862715
22-Jun,00021696,00007918,00009995,4444672
22-Jun,00021696,00027295,00026846,18850
22-Jun,00021696,00027304,00016796,54820
22-Jun,00024782,00026748,00017594,20294
22-Jun,00024782,00026749,00013147,86319
22-Jul,00009771,00006274,00007336,99760
22-Jul,00009771,00009807,00017529,58990
22-Jul,00009771,00016979,00013588,10500
22-Jul,00009771,00016979,00017007,588416
22-Jul,00009771,00016979,00017008,215512
22-Jul,00009771,00016979,00017009,295390
22-Jul,00009771,00016979,00017312,12000
22-Jul,00009771,00016979,00027783,80
22-Jul,00009771,00016982,00017334,79225
22-Jul,00013066,00025519,00026803,40221
22-Jul,00013066,00025618,00026812,519348
22-Jul,00013066,00025618,00026813,82
22-Jul,00013900,00013048,00010375,139389
22-Jul,00013900,00016983,00017444,392298
22-Jul,00021696,00007918,00007119,318595
22-Jul,00021696,00007918,00007129,1738328
22-Jul,00021696,00007918,00009995,3826554
22-Jul,00021696,00027295,00026846,600
22-Jul,00021696,00027304,00016796,57820
22-Jul,00024782,00026748,00017594,20330
22-Jul,00024782,00026749,00013567,20566
22-Aug,00009771,00009807,00017529,52462
22-Aug,00009771,00009807,00017530,8165
22-Aug,00009771,00016979,00013588,2000
22-Aug,00009771,00016979,00017007,381815
22-Aug,00009771,00016979,00017008,214180
22-Aug,00009771,00016979,00017009,315334
22-Aug,00009771,00016979,00017312,19350
22-Aug,00009771,00016982,00017334,79378
22-Aug,00013066,00025519,00026803,1450
22-Aug,00013066,00025618,00026812,528971
22-Aug,00013066,00025618,00026813,1602
22-Aug,00013900,00013048,00010375,138944
22-Aug,00013900,00013048,00017120,760
22-Aug,00013900,00016983,00017444,322185
22-Aug,00021696,00007918,00007119,523412
22-Aug,00021696,00007918,00007129,668856
22-Aug,00021696,00007918,00009995,3859118
22-Aug,00021696,00009814,00010269,88949
22-Aug,00021696,00013071,00007960,81547
22-Aug,00021696,00027295,00026846,650
22-Aug,00021696,00027304,00016796,78220
22-Aug,00024782,00026748,00017594,20348
22-Sep,00009771,00006274,00007336,18371
22-Sep,00009771,00009807,00017529,88573
22-Sep,00009771,00009807,00017530,5443
22-Sep,00009771,00016979,00013588,2000
22-Sep,00009771,00016979,00017007,192694
22-Sep,00009771,00016979,00017008,167840
22-Sep,00009771,00016979,00017009,301553
22-Sep,00009771,00016979,00017312,25500
22-Sep,00009771,00016979,00027783,200
22-Sep,00009771,00016982,00017334,17146
22-Sep,00013066,00025519,00026803,18189
22-Sep,00013066,00025618,00026812,760496
22-Sep,00013066,00025618,00026813,1
22-Sep,00013900,00013048,00010375,236975
22-Sep,00013900,00016983,00017444,419848
22-Sep,00013900,00016983,00017445,1000
22-Sep,00021696,00007918,00007119,340349
22-Sep,00021696,00007918,00007129,1531502
22-Sep,00021696,00007918,00009995,4888323
22-Sep,00021696,00027295,00026846,104896
22-Sep,00021696,00027304,00016796,40800
22-Sep,00024782,00026748,00017594,20384
22-Oct,00009771,00009807,00017529,42320
22-Oct,00009771,00016979,00017007,192694
22-Oct,00009771,00016979,00017008,177730
22-Oct,00009771,00016979,00017009,270328
22-Oct,00009771,00016979,00017312,17775
22-Oct,00009771,00016979,00027783,2000
22-Oct,00013066,00025519,00026803,23825
22-Oct,00013066,00025618,00026812,615341
22-Oct,00013066,00025618,00026813,1
22-Oct,00013900,00013048,00010375,279757
22-Oct,00013900,00016983,00017444,433928
22-Oct,00021696,00007918,00007119,245996
22-Oct,00021696,00007918,00007129,2572176
22-Oct,00021696,00007918,00009995,3758394
22-Oct,00021696,00009814,00010270,84096
22-Oct,00021696,00027304,00016796,81640
22-Oct,00024782,00026748,00017594,40769
22-Nov,00009771,00006274,00007336,18371
22-Nov,00009771,00009807,00017529,35135
22-Nov,00009771,00009807,00017530,5443
22-Nov,00009771,00016979,00017007,287019
22-Nov,00009771,00016979,00017008,222482
22-Nov,00009771,00016979,00017009,164928
22-Nov,00009771,00016979,00017312,6150
22-Nov,00009771,00016979,00027783,4000
22-Nov,00009771,00016982,00017334,200
22-Nov,00013066,00025519,00026803,19768
22-Nov,00013066,00025618,00026812,733209
22-Nov,00013900,00013048,00010375,116110
22-Nov,00013900,00016983,00017444,300142
22-Nov,00021696,00007918,00007119,854934
22-Nov,00021696,00007918,00007129,1522141
22-Nov,00021696,00007918,00009995,4411570
22-Nov,00021696,00009814,00010270,82690
22-Nov,00021696,00013071,00007960,87851
22-Nov,00021696,00027295,00026846,22755
22-Nov,00021696,00027304,00016796,102060
22-Nov,00024782,00026748,00017594,20339
22-Dec,00009771,00009807,00017529,22534
22-Dec,00009771,00016979,00013588,3980
22-Dec,00009771,00016979,00017007,381330
22-Dec,00009771,00016979,00017008,216460
22-Dec,00009771,00016979,00017009,130348
22-Dec,00009771,00016979,00017312,8250
22-Dec,00009771,00016979,00027783,5300
22-Dec,00013066,00025519,00026803,57528
22-Dec,00013066,00025618,00026812,651584
22-Dec,00013066,00025618,00026813,1600
22-Dec,00013900,00013048,00010375,160572
22-Dec,00013900,00016983,00017444,113708
22-Dec,00021696,00007918,00007119,584824
22-Dec,00021696,00007918,00007129,1204402
22-Dec,00021696,00007918,00009995,3733069
22-Dec,00021696,00027295,00026846,37600
22-Dec,00021696,00027304,00016796,37400
23-Jan,00009771,00006274,00007336,36741
23-Jan,00009771,00009807,00017529,41898
23-Jan,00009771,00009807,00017530,4536
23-Jan,00009771,00016979,00013588,8000
23-Jan,00009771,00016979,00017007,573018
23-Jan,00009771,00016979,00017008,208392
23-Jan,00009771,00016979,00017009,119874
23-Jan,00009771,00016979,00017312,25200
23-Jan,00009771,00016979,00027783,2000
23-Jan,00009771,00016982,00017334,1215
23-Jan,00013066,00025519,00026803,115798
23-Jan,00013066,00025618,00026812,701372
23-Jan,00013066,00025618,00026813,91
23-Jan,00013900,00013048,00010375,504676
23-Jan,00013900,00016983,00017444,289453
23-Jan,00021696,00007918,00007119,679811
23-Jan,00021696,00007918,00007129,1678547
23-Jan,00021696,00007918,00009995,4110590
23-Jan,00021696,00013071,00007960,80785
23-Jan,00021696,00027295,00026846,10400
23-Jan,00021696,00027304,00016796,100600
23-Feb,00009771,00009807,00017529,79615
23-Feb,00009771,00009807,00017530,6325
23-Feb,00009771,00016979,00017007,188937
23-Feb,00009771,00016979,00017008,226142
23-Feb,00009771,00016979,00017009,62382
23-Feb,00009771,00016979,00017312,9000
23-Feb,00013066,00025519,00026803,38157
23-Feb,00013066,00025618,00026812,686616
23-Feb,00013066,00025618,00026813,1
23-Feb,00013900,00013048,00010375,302999
23-Feb,00013900,00013048,00017120,19950
23-Feb,00013900,00016983,00017444,334740
23-Feb,00021696,00007918,00007119,682058
23-Feb,00021696,00007918,00007129,893054
23-Feb,00021696,00007918,00009995,3868112
23-Feb,00021696,00013071,00007960,85348
23-Feb,00021696,00027304,00016796,66240
23-Feb,00024782,00026748,00017594,20375
23-Feb,00024782,00026749,00013567,17853
23-Mar,00009771,00009807,00017529,7570
23-Mar,00009771,00009807,00017530,5443
23-Mar,00009771,00016979,00017007,283004
23-Mar,00009771,00016979,00017008,280004
23-Mar,00009771,00016979,00017009,234832
23-Mar,00009771,00016979,00017312,33150
23-Mar,00009771,00016979,00027783,2375
23-Mar,00009771,00016982,00017334,38374
23-Mar,00013066,00025519,00026803,80275
23-Mar,00013066,00025618,00026812,581926
